sequence_index,cow_id,cow_health_status,video_health_status,health_condition,dataset_root,relative_path,video_path,sequence_seconds,target_fps,frames_per_sequence,crop_size,start_second,end_second,source_fps,source_frame_count,source_duration_sec,detected_frames,filled_frames,confidence_threshold,mean_detection_confidence,min_detection_confidence,max_detection_confidence,created_utc
185,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"March 24 2025/During exercise/438/Video 2025-03-24, 7 29 33 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\During exercise\438\Video 2025-03-24, 7 29 33 AM.mov",10.0,24.0,240,224,44.846666666666664,54.846666666666664,30.00200615220008,2991,99.69333333333333,240,0,0.6,0.9302744997044404,0.8496448397636414,0.9480991959571838,2026-05-01T09:12:32Z
186,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/417/Video 2025-03-06, 7 46 03 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\417\Video 2025-03-06, 7 46 03 AM.mov",10.0,24.0,240,224,55.63,65.63,30.00164934850734,3638,121.26,240,0,0.6,0.9421360053122043,0.927031934261322,0.9509536027908325,2026-05-01T09:13:34Z
187,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/378/Video 2025-02-24, 10 28 03 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\378\Video 2025-02-24, 10 28 03 AM.mov",10.0,24.0,240,224,55.779999999999994,65.78,30.001645278051992,3647,121.55999999999999,240,0,0.6,0.9413431753714879,0.924616277217865,0.9516363739967346,2026-05-01T09:14:39Z
188,425,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 5/425-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Sep 5\425-lameness.mov,10.0,24.0,240,224,22.544166666666666,32.54416666666667,29.98820076846277,1652,55.08833333333333,240,0,0.6,0.8864598405857881,0.7375181317329407,0.9368111491203308,2026-05-01T09:15:42Z
189,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Oct 6/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Oct 6\404.mov,10.0,24.0,240,224,25.47,35.47,29.996718083360683,1828,60.94,240,0,0.6,0.8759177818894386,0.7739599347114563,0.9183217883110046,2026-05-01T09:16:43Z
190,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/436/Video 2025-03-07, 7 14 06 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\During Exercise\436\Video 2025-03-07, 7 14 06 AM.mov",10.0,24.0,240,224,40.3975,50.3975,30.001652073352055,2724,90.795,240,0,0.6,0.9037060412267844,0.7686358690261841,0.9415948390960693,2026-05-01T09:17:46Z
191,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"28 Feb 2025/After Exercise/370/Video 2025-02-28, 9 45 01 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\28 Feb 2025\After Exercise\370\Video 2025-02-28, 9 45 01 AM.mov",10.0,24.0,240,224,61.37916666666666,71.37916666666666,30.001883120959135,3983,132.75833333333333,240,0,0.6,0.9388760546843211,0.9027407169342041,0.9524082541465759,2026-05-01T09:18:51Z
192,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"10 March 2025/Before exercise/354/Video 2025-03-10, 6 46 55 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\10 March 2025\Before exercise\354\Video 2025-03-10, 6 46 55 AM.mov",10.0,24.0,240,224,55.580000000000005,65.58000000000001,30.001650709805215,3635,121.16000000000001,240,0,0.6,0.936105857292811,0.8993784189224243,0.9469614624977112,2026-05-01T09:19:56Z
193,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/255/Video 2025-03-06, 6 50 27 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\255\Video 2025-03-06, 6 50 27 AM.mov",10.0,24.0,240,224,28.881666666666668,38.88166666666667,30.001475724334693,2033,67.76333333333334,240,0,0.6,0.9254020775357882,0.8682552576065063,0.9449366331100464,2026-05-01T09:20:59Z
194,394,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Oct 6/394-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Oct 6\394-lameness.mov,10.0,24.0,240,224,25.78666666666667,35.78666666666667,29.996751840623645,1847,61.57333333333334,240,0,0.6,0.9326468085249265,0.910222053527832,0.9508515000343323,2026-05-01T09:21:59Z
195,323,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Nov 28/323-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Nov 28\323-lameness.mov,10.0,24.0,240,224,25.465,35.465,30.001641227638274,1828,60.93,240,0,0.6,0.9364967639247577,0.9168725609779358,0.9471757411956787,2026-05-01T09:22:15Z
196,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/310/Video 2025-03-06, 7 50 46 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\310\Video 2025-03-06, 7 50 46 AM.mov",10.0,24.0,240,224,55.696666666666665,65.69666666666666,30.001647536932285,3642,121.39333333333333,240,0,0.6,0.9333293343583743,0.8981494307518005,0.950310230255127,2026-05-01T09:23:19Z
197,406,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 4/406.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 4\406.mov,10.0,24.0,240,224,26.05333333333333,36.05333333333333,29.99677973379133,1863,62.10666666666666,240,0,0.6,0.8745156760017078,0.6562930345535278,0.9394634366035461,2026-05-01T09:24:18Z
198,387,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 1/387.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 1\387.mov,10.0,24.0,240,224,24.419999999999998,34.42,29.996600951733516,1765,58.839999999999996,240,0,0.6,0.9315506761272748,0.9088358879089355,0.9479976892471313,2026-05-01T09:25:22Z
199,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 5/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 5\402.mov,10.0,24.0,240,224,26.58666666666667,36.58666666666667,29.996834107218234,1895,63.17333333333334,240,0,0.6,0.925056728720665,0.8869894742965698,0.9437862634658813,2026-05-01T09:26:25Z
200,403,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Oct 1/403-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Oct 1\403-lameness.mov,10.0,24.0,240,224,26.05333333333333,36.05333333333333,29.99677973379133,1863,62.10666666666666,240,0,0.6,0.9307845843334993,0.8999414443969727,0.9458471536636353,2026-05-01T09:27:25Z
201,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 29/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 29\374.mov,10.0,24.0,240,224,25.936666666666667,35.93666666666667,29.996767589699385,1856,61.873333333333335,240,0,0.6,0.9323522162934145,0.8499128222465515,0.9467201828956604,2026-05-01T09:28:26Z
202,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"10 March 2025/After exercise/421/Video 2025-03-10, 7 20 34 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\10 March 2025\After exercise\421\Video 2025-03-10, 7 20 34 AM.mov",10.0,24.0,240,224,56.06333333333333,66.06333333333333,30.0016376439762,3664,122.12666666666667,240,0,0.6,0.9284285046160221,0.8929352760314941,0.9513730406761169,2026-05-01T09:29:28Z
203,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/During Exercise/433/Video 2025-02-19, 9 20 37 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\During Exercise\433\Video 2025-02-19, 9 20 37 AM.mov",10.0,24.0,240,224,26.165000000000003,36.165000000000006,30.001604363869724,1870,62.330000000000005,240,0,0.6,0.9084170666833719,0.804067075252533,0.9445887207984924,2026-05-01T09:30:31Z
204,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/438/Video 2025-03-07, 6 25 22 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\Before Exercise\438\Video 2025-03-07, 6 25 22 AM.mov",10.0,24.0,240,224,55.666666666666664,65.66666666666666,30.0,3640,121.33333333333333,240,0,0.6,0.9214619271457195,0.8011794686317444,0.9512494802474976,2026-05-01T09:31:32Z
205,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/After Exercise/417/Video 2025-02-20, 9 53 18 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\After Exercise\417\Video 2025-02-20, 9 53 18 AM.mov",10.0,24.0,240,224,87.31083333333333,97.31083333333333,30.001895768824532,5539,184.62166666666667,240,0,0.6,0.8949444778263569,0.7978424429893494,0.9370742440223694,2026-05-01T09:32:34Z
206,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 24 2025/After exercise/378/Video 2025-03-24, 7 55 45 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 24 2025\After exercise\378\Video 2025-03-24, 7 55 45 AM.mov",10.0,24.0,240,224,55.83,65.83,30.00164392569456,3650,121.66,240,0,0.6,0.9133493587374687,0.8411887288093567,0.9404575824737549,2026-05-01T09:33:37Z
207,425,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Sep 29/425-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Sep 29\425-lameness.mov,10.0,24.0,240,224,29.769999999999996,39.769999999999996,29.99712395743457,2086,69.53999999999999,222,18,0.6,0.8695922099255227,0.6025527715682983,0.9550440311431885,2026-05-01T09:34:41Z
208,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 7/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 7\404.mov,10.0,24.0,240,224,26.78666666666667,36.78666666666667,29.996854026845636,1907,63.57333333333334,240,0,0.6,0.9399790274600188,0.9231939911842346,0.949582040309906,2026-05-01T09:35:42Z
209,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"17 March 2025/During Exercise/436/Video 2025-03-17, 8 24 39 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\17 March 2025\During Exercise\436\Video 2025-03-17, 8 24 39 AM.mov",10.0,24.0,240,224,41.9975,51.9975,30.001595829565403,2820,93.995,240,0,0.6,0.9008327104151249,0.6295253038406372,0.9454618096351624,2026-05-01T09:36:44Z
210,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"10 March 2025/During exercise/370/Video 2025-03-10, 7 00 12 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\10 March 2025\During exercise\370\Video 2025-03-10, 7 00 12 AM.mov",10.0,24.0,240,224,43.29833333333333,53.29833333333333,28.044445978122088,2709,96.59666666666666,240,0,0.6,0.9229916309316953,0.7718480229377747,0.9532583951950073,2026-05-01T09:38:01Z
211,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"10 March 2025/After exercise/354/Video 2025-03-10, 7 39 22 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\10 March 2025\After exercise\354\Video 2025-03-10, 7 39 22 AM.mov",10.0,24.0,240,224,55.663333333333334,65.66333333333333,30.0016484422221,3640,121.32666666666667,240,0,0.6,0.9356954174737135,0.901073157787323,0.9497938752174377,2026-05-01T09:39:02Z
212,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/255/Video 2025-02-27, 3 06 39 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\During Exercise\255\Video 2025-02-27, 3 06 39 PM.mov",10.0,24.0,240,224,55.74666666666666,65.74666666666667,30.001646180860405,3645,121.49333333333333,240,0,0.6,0.9000558401147525,0.7366489768028259,0.9505999088287354,2026-05-01T09:40:04Z
213,394,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/oct 29/394-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\oct 29\394-lameness.mov,10.0,24.0,240,224,25.58083333333333,35.58083333333333,30.002452516554488,1835,61.16166666666666,235,5,0.6,0.9111202278035753,0.6124226450920105,0.9603723883628845,2026-05-01T09:40:20Z
214,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"17 March 2025/After exercise/310/Video 2025-03-17, 8 49 13 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\17 March 2025\After exercise\310\Video 2025-03-17, 8 49 13 AM.mov",10.0,24.0,240,224,40.93083333333333,50.93083333333333,30.001632890033928,2756,91.86166666666666,240,0,0.6,0.9345425792038441,0.9167290329933167,0.9421005845069885,2026-05-01T09:41:22Z
215,387,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 25/387.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 25\387.mov,10.0,24.0,240,224,25.92,35.92,29.996765847347994,1855,61.84,240,0,0.6,0.9328289069235325,0.912635326385498,0.9452812075614929,2026-05-01T09:42:26Z
216,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Nov 7/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Nov 7\402.mov,10.0,24.0,240,224,26.30333333333333,36.30333333333333,29.99680545202854,1878,62.60666666666666,240,0,0.6,0.9178457371890545,0.8202179670333862,0.9458037614822388,2026-05-01T09:43:27Z
217,403,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 8/403- lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 8\403- lameness.mov,10.0,24.0,240,224,22.802500000000002,32.8025,29.99730240086323,1668,55.605000000000004,155,85,0.6,0.8546767715484865,0.6043165922164917,0.9530823826789856,2026-05-01T09:44:31Z
218,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 5/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 5\374.mov,10.0,24.0,240,224,25.8125,35.8125,29.98782961460446,1848,61.625,234,6,0.6,0.8959838995057293,0.6297799348831177,0.9388622045516968,2026-05-01T09:45:30Z
219,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"26 March 2025/After exercise/421/Video 2025-03-26, 8 29 55 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\26 March 2025\After exercise\421\Video 2025-03-26, 8 29 55 AM.mov",10.0,24.0,240,224,65.14583333333334,75.14583333333334,30.001782001782,4209,140.29166666666669,240,0,0.6,0.8558583483099937,0.6931489109992981,0.9324811697006226,2026-05-01T09:46:33Z
220,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"20 Feb 2025/After Exercise/433/Video 2025-02-20, 9 48 55 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\20 Feb 2025\After Exercise\433\Video 2025-02-20, 9 48 55 AM.mov",10.0,24.0,240,224,85.59416666666667,95.59416666666667,30.001931691702005,5436,181.18833333333333,240,0,0.6,0.8899568190177282,0.7235012650489807,0.9444112181663513,2026-05-01T09:47:35Z
221,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/After Exercise/438/Video 2025-02-19, 10 00 34 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\After Exercise\438\Video 2025-02-19, 10 00 34 AM.mov",10.0,24.0,240,224,77.845,87.845,30.001810610175628,4971,165.69,240,0,0.6,0.8976600249608357,0.7042315602302551,0.9315310120582581,2026-05-01T09:48:38Z
222,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/Before Exercise/417/Video 2025-02-24, 8 52 11 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\Before Exercise\417\Video 2025-02-24, 8 52 11 AM.mov",10.0,24.0,240,224,58.92916666666667,68.92916666666667,30.001955289056898,3836,127.85833333333333,240,0,0.6,0.9256576471030712,0.845323383808136,0.9524493217468262,2026-05-01T09:49:41Z
223,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"19 Feb 2025/After Exercise/378/Video 2025-02-19, 9 46 39 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\19 Feb 2025\After Exercise\378\Video 2025-02-19, 9 46 39 AM.mov",10.0,24.0,240,224,86.46083333333334,96.46083333333334,30.001913387333374,5488,182.92166666666668,240,0,0.6,0.9310373286406199,0.8960413336753845,0.9571933746337891,2026-05-01T09:50:44Z
224,425,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows before going out/Nov 5/425- lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows before going out\Nov 5\425- lameness.mov,10.0,24.0,240,224,27.153333333333336,37.153333333333336,29.99688990255028,1929,64.30666666666667,228,12,0.6,0.9097434060092557,0.6366998553276062,0.949688196182251,2026-05-01T09:51:43Z
225,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 29/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 29\404.mov,10.0,24.0,240,224,26.47,36.47,29.996822370511598,1888,62.94,240,0,0.6,0.9457743840912978,0.9079621434211731,0.9565079212188721,2026-05-01T09:52:44Z
226,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/During Exercise/436/Video 2025-02-27, 3 11 14 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\During Exercise\436\Video 2025-02-27, 3 11 14 PM.mov",10.0,24.0,240,224,54.91583333333333,64.91583333333332,30.00041725197847,3595,119.83166666666666,238,2,0.6,0.852426141500473,0.6051067113876343,0.9488106966018677,2026-05-01T09:53:45Z
227,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"12 March 2025/After exercise/370/Video 2025-03-12, 8 04 58 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\12 March 2025\After exercise\370\Video 2025-03-12, 8 04 58 AM.mov",10.0,24.0,240,224,40.46416666666667,50.46416666666667,30.001649650823907,2728,90.92833333333334,240,0,0.6,0.9282731565336386,0.8272741436958313,0.9482744932174683,2026-05-01T09:54:46Z
228,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/354/Video 2025-02-27, 2 49 57 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\354\Video 2025-02-27, 2 49 57 PM.mov",10.0,24.0,240,224,56.11333333333334,66.11333333333334,30.001636304134394,3667,122.22666666666667,240,0,0.6,0.9311288975179195,0.8835289478302002,0.945824921131134,2026-05-01T09:55:47Z
229,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"26 March 2025/255/Video 2025-03-26, 8 36 20 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\26 March 2025\255\Video 2025-03-26, 8 36 20 AM.mov",10.0,24.0,240,224,57.11333333333334,67.11333333333334,30.001609960287645,3727,124.22666666666667,240,0,0.6,0.9301489410301049,0.7734549641609192,0.9427867531776428,2026-05-01T09:56:49Z
230,394,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 29/394-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 29\394-lameness.mov,10.0,24.0,240,224,25.336666666666666,35.336666666666666,29.99670365893858,1820,60.67333333333333,240,0,0.6,0.9172777165969213,0.8190372586250305,0.9504350423812866,2026-05-01T09:57:51Z
231,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/During exercise/310/Video 2025-03-19, 7 28 29 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\During exercise\310\Video 2025-03-19, 7 28 29 AM.mov",10.0,24.0,240,224,42.51416666666667,52.51416666666667,30.0015784765947,2851,95.02833333333334,240,0,0.6,0.9384731647868951,0.8849726319313049,0.9503050446510315,2026-05-01T09:58:50Z
232,402,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows before going out/Sep 25/402.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows before going out\Sep 25\402.mov,10.0,24.0,240,224,25.75333333333333,35.75333333333333,29.996748319965317,1845,61.50666666666666,240,0,0.6,0.9409855763117473,0.9276206493377686,0.9479474425315857,2026-05-01T09:59:55Z
233,403,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 4/403- lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 4\403- lameness.mov,10.0,24.0,240,224,25.619999999999997,35.62,29.996734160679296,1837,61.239999999999995,233,7,0.6,0.8052203652684781,0.6110164523124695,0.8799490332603455,2026-05-01T10:00:54Z
234,374,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Nov 28/374.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Nov 28\374.mov,10.0,24.0,240,224,22.1025,32.1025,29.997232727608154,1626,54.205,240,0,0.6,0.9422747530043125,0.9227204918861389,0.9513837099075317,2026-05-01T10:01:56Z
235,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/421/Video 2025-03-06, 7 41 38 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\421\Video 2025-03-06, 7 41 38 AM.mov",10.0,24.0,240,224,55.43,65.43,30.00165480721496,3626,120.86,240,0,0.6,0.9421610308190187,0.9103217720985413,0.9541723132133484,2026-05-01T10:02:57Z
236,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"24 Feb 2025/After Exercise/433/Video 2025-02-24, 10 37 28 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\24 Feb 2025\After Exercise\433\Video 2025-02-24, 10 37 28 AM.mov",10.0,24.0,240,224,56.23,66.22999999999999,30.001633186346563,3674,122.46,240,0,0.6,0.9406838089227676,0.9254419803619385,0.9534831047058105,2026-05-01T10:03:57Z
237,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"27 Feb 2025/Before Exercise/438/Video 2025-02-27, 2 42 51 PM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\27 Feb 2025\Before Exercise\438\Video 2025-02-27, 2 42 51 PM.mov",10.0,24.0,240,224,57.329166666666666,67.32916666666667,30.002005481649842,3740,124.65833333333333,240,0,0.6,0.9318277048567931,0.842126727104187,0.9502025842666626,2026-05-01T10:05:00Z
238,417,Unhealthy,Unhealthy,fresh cows,Truro Cow Video Data,unhealthy cows after exercise/Sep 4/417- fresh cows .mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 4\417- fresh cows .mov,10.0,24.0,240,224,26.78666666666667,36.78666666666667,29.996854026845636,1907,63.57333333333334,240,0,0.6,0.932065366456906,0.9215095043182373,0.9449668526649475,2026-05-01T10:06:01Z
239,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/Before Exercise/378/Video 2025-03-19, 7 05 02 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\Before Exercise\378\Video 2025-03-19, 7 05 02 AM.mov",10.0,24.0,240,224,55.57583333333333,65.57583333333332,29.995460235792603,3634,121.15166666666666,240,0,0.6,0.9228876727322738,0.7496370673179626,0.9458795189857483,2026-05-01T10:07:06Z
240,425,Unhealthy,Unhealthy,lameness,Truro Cow Video Data,unhealthy cows after exercise/Sep 29/425-lameness.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\unhealthy cows after exercise\Sep 29\425-lameness.mov,10.0,24.0,240,224,26.736666666666668,36.736666666666665,29.99684907047579,1904,63.473333333333336,240,0,0.6,0.9116174807151158,0.8058660626411438,0.9425751566886902,2026-05-01T10:08:05Z
241,404,Healthy,Healthy,healthy folder,Truro Cow Video Data,healthy cows after exercise/Oct 29/404.mov,C:\Users\shivp\Downloads\Research\DATASET\Truro Cow Video Data\healthy cows after exercise\Oct 29\404.mov,10.0,24.0,240,224,24.520000000000003,34.52,29.99661246612466,1771,59.040000000000006,240,0,0.6,0.9343032829463482,0.916983962059021,0.9466262459754944,2026-05-01T10:09:08Z
242,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"10 March 2025/After exercise/436/Video 2025-03-10, 7 41 37 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\10 March 2025\After exercise\436\Video 2025-03-10, 7 41 37 AM.mov",10.0,24.0,240,224,55.596666666666664,65.59666666666666,30.00165025578965,3636,121.19333333333333,240,0,0.6,0.9042684098084768,0.8173930048942566,0.9498706459999084,2026-05-01T10:10:10Z
