candidate_rank,cow_id,cow_health_status,video_health_status,health_condition,dataset_root,relative_path,video_path,duration_sec,fps,frame_count
235,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/378/Video 2025-03-06, 7 43 53 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\378\Video 2025-03-06, 7 43 53 AM.mov",122.393333,30.001634,3672
236,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/417/Video 2025-03-06, 7 46 03 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\417\Video 2025-03-06, 7 46 03 AM.mov",121.260000,30.001649,3638
237,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/421/Video 2025-03-06, 7 41 38 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\421\Video 2025-03-06, 7 41 38 AM.mov",120.860000,30.001655,3626
238,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/433/Video 2025-03-06, 7 55 01 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\433\Video 2025-03-06, 7 55 01 AM.mov",134.565000,30.000372,4037
239,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/436/Video 2025-03-06, 7 39 09 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\436\Video 2025-03-06, 7 39 09 AM.mov",121.236667,29.999175,3637
240,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"6 March 2025/After Exercise/438/Video 2025-03-06, 7 48 20 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\After Exercise\438\Video 2025-03-06, 7 48 20 AM.mov",122.093333,30.001638,3663
241,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"6 March 2025/Before Exercise/255/Video 2025-03-06, 6 20 51 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\Before Exercise\255\Video 2025-03-06, 6 20 51 AM.mov",123.893333,30.001614,3717
242,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"6 March 2025/Before Exercise/310/Video 2025-03-06, 6 31 25 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\Before Exercise\310\Video 2025-03-06, 6 31 25 AM.mov",125.258333,30.001996,3758
243,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"6 March 2025/Before Exercise/354/Video 2025-03-06, 6 35 48 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\Before Exercise\354\Video 2025-03-06, 6 35 48 AM.mov",137.725000,29.994554,4131
244,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/Before Exercise/370/Video 2025-03-06, 6 18 22 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\Before Exercise\370\Video 2025-03-06, 6 18 22 AM.mov",124.991667,30.002000,3750
245,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/Before Exercise/378/Video 2025-03-06, 6 23 19 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\Before Exercise\378\Video 2025-03-06, 6 23 19 AM.mov",122.035000,29.999590,3661
246,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/Before Exercise/417/Video 2025-03-06, 6 25 32 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\Before Exercise\417\Video 2025-03-06, 6 25 32 AM.mov",121.293333,30.001649,3639
247,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"6 March 2025/Before Exercise/421/Video 2025-03-06, 6 39 45 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\Before Exercise\421\Video 2025-03-06, 6 39 45 AM.mov",133.658333,30.001870,4010
248,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"6 March 2025/Before Exercise/433/Video 2025-03-06, 6 33 41 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\Before Exercise\433\Video 2025-03-06, 6 33 41 AM.mov",123.893333,30.001614,3717
249,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/Before Exercise/436/Video 2025-03-06, 6 16 16 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\Before Exercise\436\Video 2025-03-06, 6 16 16 AM.mov",122.193333,30.001637,3666
250,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"6 March 2025/Before Exercise/438/Video 2025-03-06, 6 27 47 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\Before Exercise\438\Video 2025-03-06, 6 27 47 AM.mov",149.991667,30.001667,4500
251,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/255/Video 2025-03-06, 6 49 22 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\255\Video 2025-03-06, 6 49 22 AM.mov",54.630000,30.001830,1639
252,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/255/Video 2025-03-06, 6 50 27 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\255\Video 2025-03-06, 6 50 27 AM.mov",67.763333,30.001476,2033
253,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/310/Video 2025-03-06, 6 53 51 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\310\Video 2025-03-06, 6 53 51 AM.mov",127.661667,30.001175,3830
254,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/354/Video 2025-03-06, 6 51 42 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\354\Video 2025-03-06, 6 51 42 AM.mov",121.626667,30.001644,3649
255,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/370/Video 2025-03-06, 7 05 49 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\370\Video 2025-03-06, 7 05 49 AM.mov",127.725000,30.001957,3832
256,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/378/Video 2025-03-06, 7 10 01 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\378\Video 2025-03-06, 7 10 01 AM.mov",121.126667,30.001651,3634
257,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/417/Video 2025-03-06, 7 03 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\417\Video 2025-03-06, 7 03 30 AM.mov",121.926667,30.001640,3658
258,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/421/Video 2025-03-06, 6 56 01 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\421\Video 2025-03-06, 6 56 01 AM.mov",122.826667,30.001628,3685
259,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/433/Video 2025-03-06, 6 58 28 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\433\Video 2025-03-06, 6 58 28 AM.mov",122.828333,30.001221,3685
260,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/436/Video 2025-03-06, 7 12 54 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\436\Video 2025-03-06, 7 12 54 AM.mov",124.193333,30.001610,3726
261,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/436/Video 2025-03-06, 7 15 03 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\436\Video 2025-03-06, 7 15 03 AM.mov",122.561667,30.001224,3677
262,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"6 March 2025/During Exercise/438/Video 2025-03-06, 7 01 07 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\6 March 2025\During Exercise\438\Video 2025-03-06, 7 01 07 AM.mov",122.260000,30.001636,3668
263,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/255/Video 2025-03-07, 7 28 16 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\255\Video 2025-03-07, 7 28 16 AM.mov",122.160000,30.001637,3665
264,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/310/Video 2025-03-07, 7 45 02 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\310\Video 2025-03-07, 7 45 02 AM.mov",121.260000,30.001649,3638
265,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/354/Video 2025-03-07, 7 48 05 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\354\Video 2025-03-07, 7 48 05 AM.mov",120.793333,29.993377,3623
266,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/370/Video 2025-03-07, 7 32 51 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\370\Video 2025-03-07, 7 32 51 AM.mov",121.826667,30.001642,3655
267,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/378/Video 2025-03-07, 7 59 35 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\378\Video 2025-03-07, 7 59 35 AM.mov",125.058333,30.001999,3752
268,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/417/Video 2025-03-07, 7 37 25 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\417\Video 2025-03-07, 7 37 25 AM.mov",61.663333,30.001622,1850
269,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/417/Video 2025-03-07, 7 41 02 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\417\Video 2025-03-07, 7 41 02 AM.mov",61.430000,30.001628,1843
270,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/421/Video 2025-03-07, 7 25 57 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\421\Video 2025-03-07, 7 25 57 AM.mov",121.026667,30.001653,3631
271,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/433/Video 2025-03-07, 7 50 08 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\433\Video 2025-03-07, 7 50 08 AM.mov",121.693333,30.001643,3651
272,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/436/Video 2025-03-07, 8 02 22 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\436\Video 2025-03-07, 8 02 22 AM.mov",121.760000,30.001643,3653
273,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/438/Video 2025-03-07, 7 52 33 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\438\Video 2025-03-07, 7 52 33 AM.mov",51.796667,30.001931,1554
274,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/438/Video 2025-03-07, 7 57 09 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\438\Video 2025-03-07, 7 57 09 AM.mov",62.196667,30.001608,1866
275,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/After Exercise/438/Video 2025-03-07, 7 58 29 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\After Exercise\438\Video 2025-03-07, 7 58 29 AM.mov",30.331667,30.001648,910
276,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/255/Video 2025-03-07, 6 15 14 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\Before Exercise\255\Video 2025-03-07, 6 15 14 AM.mov",122.196667,30.000818,3666
277,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/310/Video 2025-03-07, 6 28 07 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\Before Exercise\310\Video 2025-03-07, 6 28 07 AM.mov",121.360000,30.001648,3641
278,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/354/Video 2025-03-07, 6 32 18 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\Before Exercise\354\Video 2025-03-07, 6 32 18 AM.mov",118.726667,30.001685,3562
279,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/370/Video 2025-03-07, 6 13 10 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\Before Exercise\370\Video 2025-03-07, 6 13 10 AM.mov",121.526667,30.001646,3646
280,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/378/Video 2025-03-07, 6 21 02 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\Before Exercise\378\Video 2025-03-07, 6 21 02 AM.mov",121.960000,30.001640,3659
281,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/417/Video 2025-03-07, 6 23 12 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\Before Exercise\417\Video 2025-03-07, 6 23 12 AM.mov",121.960000,30.001640,3659
282,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/421/Video 2025-03-07, 6 17 24 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\Before Exercise\421\Video 2025-03-07, 6 17 24 AM.mov",124.260000,30.001610,3728
283,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/433/Video 2025-03-07, 6 30 12 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\Before Exercise\433\Video 2025-03-07, 6 30 12 AM.mov",121.193333,30.001650,3636
284,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/436/Video 2025-03-07, 6 11 02 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\Before Exercise\436\Video 2025-03-07, 6 11 02 AM.mov",122.128333,30.001228,3664
285,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/Before Exercise/438/Video 2025-03-07, 6 25 22 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\Before Exercise\438\Video 2025-03-07, 6 25 22 AM.mov",121.333333,30.000000,3640
286,255,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/255/Video 2025-03-07, 6 55 17 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\During Exercise\255\Video 2025-03-07, 6 55 17 AM.mov",91.795000,30.001634,2754
287,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/310/Video 2025-03-07, 7 09 05 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\During Exercise\310\Video 2025-03-07, 7 09 05 AM.mov",90.728333,30.001653,2722
288,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/354/Video 2025-03-07, 6 59 27 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\During Exercise\354\Video 2025-03-07, 6 59 27 AM.mov",91.395000,30.001641,2742
289,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/370/Video 2025-03-07, 7 05 16 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\During Exercise\370\Video 2025-03-07, 7 05 16 AM.mov",98.193333,30.002037,2946
290,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/378/Video 2025-03-07, 7 07 11 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\During Exercise\378\Video 2025-03-07, 7 07 11 AM.mov",93.428333,30.001606,2803
291,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/417/Video 2025-03-07, 7 01 40 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\During Exercise\417\Video 2025-03-07, 7 01 40 AM.mov",90.861667,30.001651,2726
292,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/421/Video 2025-03-07, 7 03 30 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\During Exercise\421\Video 2025-03-07, 7 03 30 AM.mov",92.161667,30.001628,2765
293,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/433/Video 2025-03-07, 7 11 43 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\During Exercise\433\Video 2025-03-07, 7 11 43 AM.mov",90.795000,30.001652,2724
294,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/436/Video 2025-03-07, 7 14 06 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\During Exercise\436\Video 2025-03-07, 7 14 06 AM.mov",90.795000,30.001652,2724
295,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"7 March 2025/During Exercise/438/Video 2025-03-07, 6 57 27 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\7 March 2025\During Exercise\438\Video 2025-03-07, 6 57 27 AM.mov",91.228333,30.001644,2737
296,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/After exercise/310/Video 2025-03-19, 8 02 23 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\After exercise\310\Video 2025-03-19, 8 02 23 AM.mov",120.760000,30.001656,3623
297,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"March 19 2025/After exercise/354/Video 2025-03-19, 8 04 47 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\After exercise\354\Video 2025-03-19, 8 04 47 AM.mov",122.560000,30.001632,3677
298,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/After exercise/370/Video 2025-03-19, 7 51 04 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\After exercise\370\Video 2025-03-19, 7 51 04 AM.mov",122.093333,30.001638,3663
299,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/After exercise/378/Video 2025-03-19, 7 55 23 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\After exercise\378\Video 2025-03-19, 7 55 23 AM.mov",123.293333,30.001622,3699
300,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/After exercise/417/Video 2025-03-19, 7 57 35 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\After exercise\417\Video 2025-03-19, 7 57 35 AM.mov",123.560000,30.001619,3707
301,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"March 19 2025/After exercise/421/Video 2025-03-19, 7 53 10 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\After exercise\421\Video 2025-03-19, 7 53 10 AM.mov",121.468333,29.999588,3644
302,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/After exercise/433/Video 2025-03-19, 8 07 26 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\After exercise\433\Video 2025-03-19, 8 07 26 AM.mov",121.660000,29.985205,3648
303,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/After exercise/436/Video 2025-03-19, 7 47 55 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\After exercise\436\Video 2025-03-19, 7 47 55 AM.mov",124.158333,30.002014,3725
304,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/After exercise/438/Video 2025-03-19, 7 59 50 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\After exercise\438\Video 2025-03-19, 7 59 50 AM.mov",121.693333,30.001643,3651
305,310,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/Before Exercise/310/Video 2025-03-19, 7 11 48 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\Before Exercise\310\Video 2025-03-19, 7 11 48 AM.mov",124.160000,30.001611,3725
306,354,Unhealthy,Unhealthy,lame,Yashan Dhaliwal RAC Data 2025,"March 19 2025/Before Exercise/354/Video 2025-03-19, 7 13 58 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\Before Exercise\354\Video 2025-03-19, 7 13 58 AM.mov",121.826667,30.001642,3655
307,370,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/Before Exercise/370/Video 2025-03-19, 7 00 34 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\Before Exercise\370\Video 2025-03-19, 7 00 34 AM.mov",131.058333,30.001908,3932
308,378,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/Before Exercise/378/Video 2025-03-19, 7 05 02 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\Before Exercise\378\Video 2025-03-19, 7 05 02 AM.mov",121.151667,29.995460,3634
309,417,Unhealthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/Before Exercise/417/Video 2025-03-19, 7 07 10 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\Before Exercise\417\Video 2025-03-19, 7 07 10 AM.mov",121.260000,30.001649,3638
310,421,Unhealthy,Unhealthy,lameness/stiffness,Yashan Dhaliwal RAC Data 2025,"March 19 2025/Before Exercise/421/Video 2025-03-19, 7 02 50 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\Before Exercise\421\Video 2025-03-19, 7 02 50 AM.mov",121.101667,29.999587,3633
311,433,Unhealthy,Unhealthy,possible mastitis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/Before Exercise/433/Video 2025-03-19, 7 16 54 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\Before Exercise\433\Video 2025-03-19, 7 16 54 AM.mov",121.226667,30.001650,3637
312,436,Healthy,Healthy,healthy,Yashan Dhaliwal RAC Data 2025,"March 19 2025/Before Exercise/436/Video 2025-03-19, 6 58 31 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\Before Exercise\436\Video 2025-03-19, 6 58 31 AM.mov",121.293333,30.001649,3639
313,438,Unhealthy,Unhealthy,possible metritis,Yashan Dhaliwal RAC Data 2025,"March 19 2025/Before Exercise/438/Video 2025-03-19, 7 09 24 AM.mov","C:\Users\shivp\Downloads\Research\DATASET\Yashan Dhaliwal RAC Data 2025\March 19 2025\Before Exercise\438\Video 2025-03-19, 7 09 24 AM.mov",121.393333,30.001648,3642
